X,Y
0.38097453989837754,0.1774587039491627
0.8129514303585667,0.4412573441714924
0.2996716999942277,0.6876448471801703
0.6690873738053047,0.742249067474885
-0.1941380104994701,0.6427521105475162
-0.5556340041213431,0.21970532981273885
-0.6243376686940336,0.5933474921128277
-0.2547248729691027,0.12929999403018827
-0.9220654445374756,0.21161441826157526
-0.23656866568933219,-0.2134849707007072
-0.7794015237312163,-0.5216010112212679
-0.4514639485620212,-0.7618095157555463
0.6882955028646492,-0.23656582623501493
0.6632175032522463,-0.6887415266323322
0.3130246819944797,-1.0
0.19111140663614304,-0.42312645699568846
