X,Y
-5.904876851717252,-32.02155355023703
-29.440738886540235,-44.40851786764817
-30.583015173433946,-15.622383174995154
-54.4825364702753,-39.09683974490045
-10.200814586605066,35.252489619998386
21.268402491991203,101.17342633061575
0.030427406240493355,80.96587077255435
14.78289542609033,63.58956586039742
2.493207354315695,110.5079484973309
28.401750188009732,84.05500938593224
-2.5986516986175094,3.561134856784898
-35.23105272669373,26.63352938914374
22.72438905794778,-58.41259317542387
11.531609058930897,-101.47727758435933
-0.46528535597318427,-131.7367579170722
53.87298248288864,-68.27394767233477
