X,Y
38.52167313586217,-4.65824371577682
20.8633850961439,39.674969806730545
39.40748352967289,28.91777621695845
54.99228869807929,18.657342093990025
23.897122778988,8.154927226663839
6.810816561975243,-21.89911565244741
28.23337527258283,-51.92716829170409
-21.912045651007862,52.00741979813963
-12.838964022589956,-53.33276264013714
-20.733520408512398,-32.46346490413677
5.940595283961744,-48.794422659128664
6.918184660062802,-73.37444927490421
-46.164836605542064,13.21063700947159
-80.43231793287036,17.1398201427963
-29.873734177483776,86.25294255295371
