X,Y
-12.523951783045444,-7.719014192102871
-8.484430320500318,-5.442499502792175
-10.224040136784929,-7.389732868750072
-9.97792075867423,-9.931786070086094
-7.967936392583273,-8.532911230322187
-11.419242265842517,-4.502064278445437
-15.105297960209949,-4.427134498683795
-4.976132650914243,-2.358053615607338
-12.644840342023635,-2.7951375873862507
-11.855189800745073,0.5191235529231962
-16.214602525699295,-1.8612334778284756
-13.977522519427971,-1.3793283252706563
-7.070617168422194,0.794772217438879
-5.8571766388834465,3.443272314098877
-2.1022396361590596,-2.6073566631568497
