X,Y
0.5829442080951213,0.2853799503039206
0.33876164663803343,0.4360857279833382
0.2633108099766741,0.04168080935047228
0.759848721149129,0.5196921329581892
0.535217188214197,0.7264441888213612
-0.33886327838444713,0.27520002798416215
-0.021712409331762328,0.4071592107458199
-0.6701787981832001,0.3948969130566943
-0.3068977014855853,0.654197712021735
-0.4084244729099724,0.49127862832223296
-0.44735069345102985,0.0728718422892442
-0.35627590381553725,-0.531736548943811
-0.23235356049563916,-0.9153481256836546
-0.23666143738081255,-0.12661514243445535
-0.6008719611398171,-0.34757479465376256
0.17141620360163884,-0.9999999999999999
0.16830804270434566,-0.4288584064206588
0.008243174952770764,-0.02951413903811679
0.37209274221456606,-0.2586449340668446
0.419447479031327,-0.6665950525958659
