X,Y
4.469871881732541,-10.488781359926632
4.893362172891236,-3.9558487017402455
6.922750896607899,-13.791780878327577
0.2743000344602702,-14.121019294173113
1.4127193403486558,-9.83501294387675
4.434626717298721,4.043873526604361
1.6712157931399236,-4.104731794043658
5.790096078589512,8.383398552588218
2.030874658828563,7.650312138083403
8.244690332628899,5.580430783559371
-0.5849021801899041,4.661304005774726
7.315829556965931,1.903535569450482
2.2142873013954403,1.3358011751262586
-2.5615309249504743,-15.652137020012615
-4.2678397774046815,5.068145837114655
