X,Y
0.33875531720730034,-0.26479671106457
0.02715591869026151,-0.031511774146511295
-0.2177116496354319,0.29157641800600254
0.032689818364058904,0.5717366103294307
-0.15888050158390865,-0.37289501581924483
0.286432446447764,0.23530298761574292
-0.19371919999198975,0.6639708396139545
-0.4472666320091061,0.5705896262655475
-0.46914056559036,-0.5593480992567227
0.6793080114043932,-0.37670479813635266
-0.5867674769962266,0.33883300855834275
-0.5195615762304501,0.10049851483145197
1.0,-0.4624329270075147
-0.11514204007414348,-0.7284418040842742
0.3438481299978388,0.02362312429471729
